chauffeur_nom,avg_retard_minutes
Luca Rousseau,6.470370370370371
Maya Fontaine,6.590361445783133
Sasha Mercier,6.726114649681529
Owen Rousseau,6.576470588235294
Sky Garnier,6.736434108527132
Taylor Moreau,6.488888888888889
Ariel Laurent,6.698924731182796
Sam Rousseau,7.133333333333334
Casey Garnier,7.16247582205029
Cameron Moreau,6.993548387096774
Morgan Faure,7.214437367303609
Owen Garnier,6.783638320775027
Sky Vincent,6.367469879518072
Cameron Dupont,7.163672654690619
Sasha Perrin,6.71513353115727
Sky Blanc,6.123015873015873
Morgan Bourgeois,6.80276134122288
Sam Moreau,6.936781609195402
Sky Chevalier,6.728148657949071
Chris Garnier,6.576666666666667
Robin Rousseau,6.307992202729045
Alex Blanc,6.653526970954357
Sasha Rousseau,6.717267552182163
Maya Rousseau,6.523955147808358
Luca Mercier,6.245579567779961
Jordan Garnier,6.815761448349308
Taylor Fontaine,6.27348643006263
Ariel Faure,6.311890838206628
Noa Vincent,6.927285318559557
Noa Laurent,6.464285714285714
Casey Marin,7.47119341563786
Owen Petit,6.656015037593985
Robin Lefevre,6.59765625
Alex Garnier,6.584573748308525
Casey Perrin,6.4760994263862335
Luca Dupont,6.862003780718337
Alex Dupont,6.2824267782426775
Taylor Moreau,6.448897795591182
Chris Bernard,6.2437137330754355
Alex Rousseau,6.9535353535353535
Noa Robin,7.118681318681318
Jamie Chevalier,7.133333333333334
Drew Petit,6.44466800804829
Alex Lefevre,6.44466800804829
Owen Mercier,6.562118126272912
Drew Laurent,6.693251533742331
Sam Garnier,7.118681318681318
Sky Moreau,6.893660531697342
Maya Blanc,6.488888888888889
Alex Rousseau,6.736434108527132
Taylor Chevalier,6.771058315334773
Sasha Bourgeois,6.491440080563947
Cameron Rousseau,6.9958932238193015
Jordan Bourgeois,6.925149700598802
Jamie Moreau,6.868534482758621
Noa Bourgeois,6.594142259414226
Zoe Rousseau,6.924430641821946
Taylor Vincent,6.735632183908046
Maya Rousseau,6.993548387096774
Cameron Rousseau,6.429435483870968
Drew Vincent,6.123015873015873
Riley Fontaine,6.444664031620554
Chris Giraud,6.702675916749257
Owen Lefevre,7.017857142857143
Maya Robin,6.223360655737705
Riley Bourgeois,6.993548387096774
Zoe Laurent,6.2437137330754355
Sasha Garnier,6.890518084066471
Taylor Giraud,6.6894472361809045
Cameron Bernard,6.629343629343629
Sasha Giraud,6.27348643006263
Casey Bourgeois,6.764418377321603
Sky Robin,6.294589178356714
Jordan Blanc,6.511007338225483
Sam Laurent,6.410179640718563
Owen Moreau,6.485532123589995
Ariel Moreau,6.2824267782426775
Alex Moreau,6.20985401459854
Robin Dupont,6.5181644359464626
Taylor Rousseau,6.862068965517241
Robin Laurent,6.963525835866261
Morgan Moreau,6.862003780718337
Ariel Bourgeois,7.002036659877801
Sam Bourgeois,6.687374749498998
Chris Rousseau,6.3373860182370825
Jordan Mercier,6.448897795591182
Chris Rousseau,7.128
Owen Perrin,6.717267552182163
Cameron Blanc,6.717267552182163
Taylor Robin,6.518304431599229
Zoe Dupont,6.945752302968271
Alex Moreau,6.831325301204819
Owen Dupont,6.92578125
Morgan Mercier,6.505736137667304
Sam Marin,6.508130081300813
Ariel Mercier,6.687374749498998
Drew Vincent,7.0207715133531154
Owen Dupont,6.738601823708207
Chris Faure,7.05511811023622
Owen Laurent,6.936781609195402
Riley Garnier,6.367469879518072
Luca Lefevre,6.562118126272912
Cameron Dupont,6.448897795591182
Cameron Chevalier,6.367469879518072
Cameron Faure,6.618951612903226
Casey Garnier,6.922290388548057
Riley Mercier,6.922290388548057
Morgan Garnier,6.806889352818372
Alex Fontaine,6.582278481012659
Noa Moreau,6.4404296875
Sam Chevalier,6.831325301204819
Morgan Marin,6.387814313346229
Taylor Vincent,6.957528957528957
Jamie Bernard,6.798201798201799
Chris Garnier,6.610294117647059
Sam Fontaine,6.492509363295881
Taylor Garnier,6.776088458880443
Jamie Dupont,6.7006578947368425
Noa Blanc,6.806473364801079
Ariel Garnier,6.693251533742331
Ariel Lefevre,7.008602150537635
Ariel Rousseau,6.492509363295881
Taylor Perrin,6.726114649681529
Jamie Rousseau,6.595978062157221
Robin Rousseau,6.429435483870968
Chris Bourgeois,6.992985971943888
Jamie Rousseau,6.470370370370371
Sasha Mercier,7.47119341563786
Taylor Marin,7.16247582205029
Luca Moreau,6.792528352234823
Owen Moreau,6.414529914529915
Ariel Lefevre,6.947261663286004
Morgan Fontaine,6.27348643006263
Luca Giraud,6.27348643006263
Maya Lefevre,6.975806451612903
Drew Petit,6.245579567779961
Maya Giraud,6.659206510681587
Ariel Giraud,6.859213250517598
Chris Petit,6.787593984962406
Casey Giraud,6.4760994263862335
Noa Laurent,6.584215591915303
Alex Perrin,6.7008032128514055
Riley Mercier,6.734143049932523
Cameron Moreau,6.92578125
Luca Bourgeois,6.780185758513932
Owen Robin,6.609706774519717
Drew Robin,7.008602150537635
Drew Petit,6.1689059500959695
Drew Vincent,6.92578125
Noa Lefevre,6.967010309278351
Zoe Robin,6.571988246816846
Sky Faure,6.2437137330754355
Cameron Bernard,6.348884381338743
Sam Mercier,6.826258637709773
Luca Robin,6.993548387096774
Noa Fontaine,7.557312252964427
Cameron Dupont,6.27348643006263
Riley Lefevre,6.6819126819126815
Noa Perrin,6.859213250517598
Casey Rousseau,6.969543147208122
Jamie Marin,6.7271853986551395
Sam Rousseau,6.450757575757576
Luca Moreau,6.978813559322034
Riley Vincent,6.698924731182796
Luca Fontaine,6.60233918128655
Sky Faure,7.16247582205029
Riley Marin,6.554095045500506
Luca Garnier,6.311890838206628
Owen Bernard,6.2437137330754355
Zoe Marin,6.859213250517598
Cameron Dupont,7.004098360655738
Luca Bourgeois,6.656551724137931
Sky Laurent,6.4070247933884295
Chris Rousseau,6.595978062157221
Chris Petit,6.656015037593985
Alex Laurent,6.783673469387755
Cameron Marin,6.439549180327869
Sasha Mercier,6.245579567779961
Jordan Laurent,6.947261663286004
Drew Lefevre,6.640081799591002
Casey Giraud,6.947261663286004
Jordan Laurent,6.6605691056910565
Luca Perrin,6.991080277502478
Drew Fontaine,6.640081799591002
Zoe Moreau,7.16247582205029
Chris Rousseau,7.017857142857143
Morgan Laurent,6.852652259332023
Drew Perrin,6.936781609195402
Sky Faure,6.679462571976967
Taylor Garnier,6.590361445783133
Sasha Garnier,6.783673469387755
Taylor Marin,6.92578125
Sam Garnier,6.961462450592886
Sky Vincent,6.787593984962406
Jordan Bourgeois,6.922290388548057
Cameron Vincent,6.612689393939394
Alex Chevalier,6.915478615071283
Owen Bourgeois,6.944973544973545
Chris Petit,6.348884381338743
Sam Garnier,6.886503067484663
Taylor Chevalier,6.723120837297811
Cameron Laurent,6.922290388548057
Alex Vincent,6.570564516129032
Robin Giraud,6.562118126272912
Alex Faure,7.16247582205029
Noa Bourgeois,6.947261663286004
Sam Mercier,7.163672654690619
Drew Bourgeois,7.002036659877801
Owen Bourgeois,6.69331983805668
Sasha Dupont,6.640081799591002
Cameron Garnier,6.698924731182796
Jordan Garnier,6.693251533742331
Casey Petit,6.123015873015873
Taylor Dupont,6.831325301204819
Sky Dupont,6.993548387096774
Casey Rousseau,6.736434108527132
Sasha Robin,6.611924686192468
Taylor Perrin,6.44466800804829
Cameron Bernard,6.626732673267327
Sam Bernard,6.679462571976967
Maya Bourgeois,6.735632183908046
Cameron Petit,7.47119341563786
Maya Petit,6.265265265265265
Alex Garnier,6.868162692847124
Jordan Dupont,7.252049180327869
Taylor Mercier,6.806102362204724
Owen Marin,6.408536585365853
Sam Mercier,7.47119341563786
Owen Rousseau,7.133333333333334
Sam Moreau,7.163672654690619
Robin Bernard,6.5879299156391955
Owen Rousseau,6.868534482758621
Owen Rousseau,6.257692307692308
Noa Dupont,6.868534482758621
Riley Petit,6.4760994263862335
Sasha Faure,6.284326424870466
Noa Rousseau,6.44466800804829
Chris Garnier,6.223360655737705
Sasha Bernard,6.59765625
Taylor Garnier,6.741966893865628
Jordan Fontaine,6.450292397660819
Sky Mercier,6.307992202729045
Ariel Dupont,6.448897795591182
Jordan Fontaine,6.679462571976967
Zoe Rousseau,6.735632183908046
Jordan Petit,6.652849740932642
Chris Dupont,7.16247582205029
Owen Perrin,6.787593984962406
Drew Petit,7.002036659877801
Zoe Mercier,6.2437137330754355
Chris Robin,6.27348643006263
Alex Garnier,6.783673469387755
Cameron Chevalier,6.470370370370371
Morgan Fontaine,6.60233918128655
Sky Vincent,6.939036381514257
Jamie Blanc,6.9958932238193015
Zoe Moreau,6.529531568228106
Sam Bernard,6.450757575757576
Jordan Moreau,7.163672654690619
Owen Mercier,6.92578125
Drew Bourgeois,6.526760563380281
Taylor Garnier,7.47119341563786
Sam Perrin,6.268700787401575
Morgan Faure,6.97577519379845
Robin Petit,6.512871287128712
Owen Bourgeois,6.9958932238193015
Maya Petit,6.223360655737705
Morgan Faure,6.640081799591002
Jordan Fontaine,6.462301587301587
Morgan Rousseau,5.98828125
Luca Perrin,7.47119341563786
Morgan Dupont,7.0772357723577235
Riley Bernard,6.307992202729045
Sky Marin,6.689416419386745
Cameron Dupont,6.9960079840319365
Cameron Rousseau,6.965587044534413
Riley Blanc,6.27348643006263
Ariel Mercier,6.424148606811145
Cameron Rousseau,7.16247582205029
Owen Bernard,6.735059760956175
Owen Chevalier,6.562118126272912
Zoe Vincent,6.294589178356714
Casey Bourgeois,6.736434108527132
Drew Chevalier,6.570564516129032
Luca Chevalier,7.002036659877801
Cameron Rousseau,6.9958932238193015
Alex Bourgeois,6.709547738693467
Maya Fontaine,6.831325301204819
Jamie Bourgeois,6.884272997032641
Drew Petit,7.301204819277109
Sasha Laurent,6.470370370370371
Ariel Laurent,7.16247582205029
Sky Petit,6.510526315789473
Alex Faure,6.967010309278351
Riley Blanc,7.0772357723577235
Owen Faure,6.660624370594159
Jamie Fontaine,6.501972386587771
Owen Blanc,6.714285714285714
Morgan Chevalier,6.617
Noa Faure,6.940217391304348
Luca Rousseau,6.20985401459854
Sasha Rousseau,6.448897795591182
Jordan Laurent,6.618627450980392
Maya Marin,6.4760994263862335
Sam Robin,6.694133157547792
Cameron Moreau,6.787593984962406
Luca Rousseau,6.4760994263862335
Casey Chevalier,6.294589178356714
Casey Lefevre,6.595978062157221
Noa Giraud,6.348884381338743
Sasha Garnier,6.947261663286004
Ariel Robin,7.557312252964427
Morgan Laurent,6.492509363295881
Taylor Bourgeois,6.893193717277487
Morgan Perrin,7.3037475345167655
Drew Bernard,6.975806451612903
Sky Blanc,6.748133061778683
Casey Bourgeois,6.978813559322034
Chris Robin,7.233299075025694
Robin Perrin,7.007905138339921
Drew Rousseau,6.44466800804829
Morgan Chevalier,6.645033112582781
Ariel Vincent,6.922606924643585
Ariel Petit,6.7008032128514055
Jordan Rousseau,6.735632183908046
Ariel Bourgeois,6.2824267782426775
Robin Dupont,6.444664031620554
Jamie Chevalier,6.311890838206628
Jordan Rousseau,7.007905138339921
Drew Vincent,7.007905138339921
Maya Marin,6.444664031620554
Jordan Fontaine,6.570564516129032
Robin Rousseau,7.017857142857143
Ariel Laurent,6.123015873015873
Robin Lefevre,6.462301587301587
Jamie Dupont,6.711538461538462
Ariel Lefevre,6.44466800804829
Riley Lefevre,6.859213250517598
Casey Rousseau,6.975806451612903
Sasha Mercier,6.6074672048435925
Drew Moreau,6.307992202729045
Riley Bourgeois,6.595978062157221
Casey Blanc,6.541338582677166
Casey Mercier,6.922290388548057
Cameron Bernard,6.534798534798535
Alex Garnier,6.595978062157221
Drew Robin,6.914400805639477
Maya Rousseau,6.936781609195402
Robin Rousseau,6.779381443298969
Zoe Garnier,6.428280773143438
Jamie Vincent,6.245579567779961
Riley Mercier,6.862068965517241
Maya Garnier,6.676245210727969
Robin Blanc,6.747157190635452
Ariel Rousseau,7.047464940668824
Jordan Bernard,6.783673469387755
Alex Perrin,6.68503937007874
Riley Faure,6.947261663286004
Taylor Rousseau,6.20985401459854
Noa Chevalier,6.60233918128655
Noa Vincent,6.123015873015873
Zoe Rousseau,5.98828125
Maya Bourgeois,6.679462571976967
Sky Giraud,6.4070247933884295
Cameron Moreau,6.936781609195402
Alex Fontaine,7.47119341563786
Noa Vincent,6.704590818363274
Zoe Vincent,6.712690355329949
Sam Mercier,6.716203259827421
Sasha Robin,6.311890838206628
Jordan Petit,6.562118126272912
Owen Moreau,7.133333333333334
Zoe Vincent,6.529531568228106
Chris Mercier,6.367469879518072
Riley Moreau,7.036734693877551
Jordan Mercier,6.771058315334773
Sky Lefevre,6.450757575757576
Riley Blanc,6.663522012578617
Alex Dupont,6.450292397660819
Luca Perrin,6.9958932238193015
Sky Vincent,6.868534482758621
Morgan Faure,6.130612244897959
Luca Blanc,6.631368631368631
Zoe Blanc,6.130612244897959
Sam Laurent,6.594142259414226
Taylor Rousseau,6.492517006802721
Sky Blanc,6.59765625
Jordan Marin,6.448897795591182
Zoe Moreau,6.675840978593272
Drew Fontaine,6.90519877675841
Taylor Marin,6.691699604743083
Sam Vincent,6.594142259414226
Jamie Blanc,6.646997929606625
Ariel Lefevre,6.367469879518072
Ariel Marin,6.710808179162609
Owen Garnier,6.656015037593985
Alex Rousseau,6.587128712871287
Casey Rousseau,6.752720079129575
Sky Marin,7.004098360655738
Ariel Perrin,6.721212121212122
Jamie Garnier,6.980119284294235
Alex Chevalier,7.004098360655738
Chris Vincent,6.862003780718337
Sam Rousseau,7.133333333333334
Riley Blanc,6.4760994263862335
Alex Fontaine,6.8053892215568865
Noa Perrin,7.0772357723577235
Robin Faure,7.002036659877801
Riley Vincent,7.214437367303609
Ariel Moreau,6.679462571976967
Luca Laurent,6.4070247933884295
Owen Dupont,6.518304431599229
Owen Mercier,6.414529914529915
Jordan Mercier,6.56386292834891
Zoe Moreau,6.576470588235294
Taylor Blanc,6.872469635627531
Jordan Laurent,7.557312252964427
Sam Faure,6.534798534798535
Zoe Moreau,6.733333333333333
Casey Bernard,6.470370370370371
Riley Garnier,7.01875
Cameron Vincent,6.7008032128514055
Taylor Bourgeois,6.624
Owen Petit,6.570564516129032
Cameron Mercier,6.698924731182796
Sam Blanc,6.639004149377594
Noa Perrin,7.3037475345167655
Maya Rousseau,6.6605691056910565
Casey Giraud,7.3037475345167655
Ariel Rousseau,6.711538461538462
Morgan Chevalier,6.628516003879729
Drew Mercier,6.492509363295881
Sasha Perrin,6.367469879518072
Drew Fontaine,6.748414376321353
Zoe Chevalier,6.661750245821042
Chris Fontaine,6.831325301204819
Taylor Rousseau,7.002036659877801
Sasha Rousseau,6.570564516129032
Luca Moreau,6.727181544633901
Alex Blanc,6.59765625
Alex Faure,6.957528957528957
Sky Petit,6.748414376321353
Noa Vincent,6.833333333333333
Jamie Bernard,6.772413793103448
Riley Lefevre,5.98828125
Casey Chevalier,6.553379040156709
Maya Robin,5.98828125
Owen Bourgeois,6.850156087408949
Zoe Perrin,6.851084812623274
Drew Perrin,6.367469879518072
Luca Mercier,6.6819126819126815
Luca Petit,6.7008032128514055
Jordan Robin,6.2824267782426775
Maya Vincent,6.448897795591182
Sasha Rousseau,6.736434108527132
Taylor Moreau,6.823410696266397
Noa Moreau,6.947261663286004
Jordan Fontaine,6.726114649681529
Jamie Dupont,6.450292397660819
Taylor Dupont,6.5448658649398705
Casey Bourgeois,7.1400778210116735
Sasha Blanc,6.6819126819126815
Chris Bourgeois,6.838461538461538
Sasha Marin,6.294589178356714
Casey Robin,6.947261663286004
Drew Laurent,6.656393442622951
Robin Bernard,6.668763102725367
Robin Lefevre,6.922606924643585
Sam Robin,6.800395256916996
Zoe Garnier,7.133333333333334
Sasha Rousseau,6.72020202020202
Maya Lefevre,6.20985401459854
Luca Blanc,6.470370370370371
Noa Bernard,6.367469879518072
Sasha Marin,6.7008032128514055
Sam Robin,6.787593984962406
Robin Bourgeois,6.576470588235294
Taylor Chevalier,6.529531568228106
Chris Giraud,7.017857142857143
Riley Laurent,7.133333333333334
Jamie Garnier,6.6021717670286275
Morgan Mercier,6.4760994263862335
Sam Giraud,6.787593984962406
Taylor Perrin,6.967010309278351
Ariel Rousseau,7.47119341563786
Chris Bourgeois,6.667315175097277
Casey Bernard,6.373517786561265
Jamie Vincent,6.27348643006263
Jordan Giraud,6.9223901098901095
Riley Moreau,6.783673469387755
Sam Rousseau,7.252049180327869
Morgan Dupont,6.367469879518072
Chris Marin,6.758349705304519
Noa Perrin,6.679462571976967
Taylor Marin,6.92578125
Drew Bourgeois,6.967010309278351
Maya Chevalier,6.92578125
Robin Petit,7.002036659877801
Noa Laurent,5.98828125
Sasha Laurent,6.855172413793103
Chris Perrin,6.852307692307693
Morgan Bourgeois,6.910386965376782
Casey Rousseau,6.1689059500959695
Sasha Fontaine,6.606811145510836
Sasha Marin,7.013052208835341
Jordan Bourgeois,6.9072375127421
Owen Faure,6.60233918128655
Alex Blanc,6.804761904761905
Ariel Laurent,6.781931464174455
Luca Bourgeois,6.63627546071775
Cameron Rousseau,6.450757575757576
Taylor Robin,6.8057602143335565
Maya Petit,6.448897795591182
Sam Mercier,6.682634730538922
Drew Giraud,6.462301587301587
Chris Garnier,6.26984126984127
Noa Bernard,6.736434108527132
Robin Mercier,6.726114649681529
Jamie Rousseau,6.849896480331263
Taylor Faure,6.787593984962406
Alex Fontaine,6.993548387096774
Maya Moreau,6.787593984962406
Robin Robin,6.656015037593985
Luca Blanc,6.541338582677166
Jamie Rousseau,6.462301587301587
Maya Giraud,6.804034582132565
Maya Petit,6.957528957528957
Cameron Laurent,6.562118126272912
Zoe Perrin,6.369318181818182
Sasha Bernard,6.294589178356714
Casey Dupont,6.859213250517598
Ariel Petit,6.947261663286004
Ariel Marin,7.0772357723577235
Sasha Fontaine,6.426052889324192
Maya Blanc,6.859213250517598
Maya Garnier,6.59765625
Drew Mercier,6.978813559322034
Alex Rousseau,6.687374749498998
Cameron Chevalier,6.484546360917248
Jamie Robin,6.6605691056910565
Ariel Laurent,6.367469879518072
Sam Moreau,6.534798534798535
Sam Rousseau,7.557312252964427
Morgan Laurent,7.05511811023622
Drew Moreau,6.257692307692308
Chris Marin,7.16247582205029
Luca Bourgeois,6.810920121334681
Jordan Rousseau,6.450292397660819
Taylor Robin,7.118681318681318
Robin Petit,6.462301587301587
Sasha Garnier,7.070796460176991
Zoe Dupont,7.05511811023622
Drew Giraud,6.1689059500959695
Drew Rousseau,6.6219630709426625
Cameron Faure,6.748414376321353
Casey Bourgeois,6.354961832061068
Taylor Laurent,6.614785992217898
Maya Bourgeois,6.294589178356714
Sasha Dupont,6.742636746143058
Owen Vincent,7.309271523178808
Drew Laurent,6.831325301204819
Drew Moreau,6.4760994263862335
Ariel Dupont,6.861
Maya Bourgeois,7.007905138339921
Riley Moreau,6.223360655737705
Luca Fontaine,6.370514064015519
Sky Rousseau,6.566733067729084
Maya Bernard,6.59765625
Jamie Faure,6.763819095477387
Riley Blanc,6.993548387096774
Luca Mercier,6.679462571976967
Zoe Robin,6.450292397660819
Noa Blanc,6.717267552182163
Jamie Robin,6.735632183908046
Cameron Petit,6.6387002909796315
Owen Bernard,7.007905138339921
Jordan Marin,7.038988408851423
Jamie Marin,6.458677685950414
Maya Garnier,6.429435483870968
Jamie Laurent,6.518304431599229
Jamie Rousseau,6.769456681350954
Luca Giraud,6.641410842586545
Taylor Petit,6.862068965517241
Casey Bernard,6.590361445783133
Jamie Fontaine,6.541338582677166
Robin Blanc,6.859213250517598
Alex Giraud,6.862068965517241
Maya Rousseau,6.868534482758621
Taylor Laurent,6.488888888888889
Casey Vincent,6.636247606892151
Ariel Garnier,6.475198412698413
Taylor Perrin,6.470705064548163
Alex Marin,6.246971736204576
Noa Bourgeois,6.561317449194114
Taylor Rousseau,6.922606924643585
Cameron Rousseau,6.933683519369665
Taylor Perrin,6.978813559322034
Robin Garnier,6.468421052631579
Luca Robin,7.0772357723577235
Taylor Faure,6.936781609195402
Maya Rousseau,6.783673469387755
Casey Bourgeois,6.967010309278351
Cameron Moreau,6.990215264187867
Robin Vincent,6.783673469387755
Maya Giraud,6.294589178356714
Jordan Vincent,6.801242236024844
Owen Vincent,7.036734693877551
Riley Faure,6.311890838206628
